data_split,vnf_profile,vCPU_cores,VNF_memory_MB,Link_Capacity_limit_Mbps,offered_load_pps,offered_load_mbps,VNF_cpu_utilization_pct,VNF_memory_utilization_pct,passive_processed_packets_per_sec,passive_alerts_per_sec,passive_daq_drops_per_sec,MQTT_package_latency_p99_ms,MQTT_package_loss_pct,MQTT_devices_connected
train,passive,3,640,99999,18975.8227,126.9791,49.9622,32.2558,18464.617,298.2775,15.1317,0.0015,0.0,50.0
train,passive,3,384,25,8479.075,24.9986,36.6885,50.3045,8482.9333,274.0445,0.0,21.6493,0.9936,50.0
train,passive,3,896,50,11195.3847,49.9827,44.1173,30.3118,14535.9272,302.3333,6.6183,0.6784,0.6647,50.0
train,passive,1,896,75,13922.7584,75.0039,81.494,29.0704,14272.9723,289.2364,583.8027,0.0092,0.3333,50.0
train,passive,3,256,85,15020.6404,85.0921,51.5303,65.5767,15372.917,302.3333,19.4285,8.4719,0.2004,50.0
train,passive,4,384,80,14463.1011,79.9588,31.417,49.5673,17200.6536,302.3333,0.0,0.0245,0.2664,50.0
train,passive,4,384,85,15003.4197,84.9777,33.1247,50.0368,17876.8491,302.3333,18.1517,0.0219,0.1998,50.0
train,passive,3,768,85,15004.3504,84.949,47.3458,32.4567,20262.7074,302.3333,0.0,0.2125,0.1995,50.0
train,passive,3,1024,25,8474.0059,25.0271,41.6918,28.794,11183.1444,302.3333,3.1063,1.0155,0.9967,50.0
train,passive,2,640,30,9021.7991,30.0488,57.0188,30.4987,11381.5848,302.3333,0.5794,0.9986,0.9292,50.0
train,passive,1,1024,100,16641.7337,100.0594,86.6551,28.1355,16194.5426,302.3333,752.6644,0.0139,0.0,50.0
train,passive,4,256,99999,19025.2168,127.4472,38.4316,66.6228,20639.2795,302.3333,0.0,0.0016,0.0,50.0
train,passive,1,896,90,15551.2713,90.0312,84.3172,29.3693,15653.9951,290.3563,613.7211,0.0119,0.1333,50.0
train,passive,3,768,90,15549.1952,89.9354,47.9747,32.3129,23342.5265,302.3333,0.0,0.1464,0.133,50.0
train,passive,2,512,30,9026.5036,30.0542,57.107,30.8733,11972.098,302.3333,0.0,1.3311,0.9278,50.0
train,passive,4,1024,25,8470.4779,25.0126,28.4788,31.0032,8482.9333,279.3759,0.0,0.0908,0.9992,50.0
train,passive,3,512,90,15550.2622,90.024,47.7971,35.4362,20656.9715,302.3333,0.0,0.1451,0.1331,50.0
train,passive,2,256,90,15552.6134,89.9347,66.1136,64.4516,15665.7268,295.583,0.0,1.1287,0.133,50.0
train,passive,2,384,70,13403.6318,69.9901,61.6488,48.0822,12445.7342,280.5433,0.0,1.9685,0.3983,50.0
train,passive,2,1024,85,14984.7074,84.935,61.1172,30.5789,15063.1845,302.3333,121.0731,0.0114,0.2,50.0
train,passive,3,384,85,15010.8356,85.0432,48.6045,50.1898,17651.7888,302.3333,0.0,4.3412,0.2,50.0
train,passive,4,384,35,9605.7221,35.0092,29.5815,50.4759,10352.5201,289.9894,0.0,0.0477,0.8659,50.0
train,passive,3,640,35,9553.0326,34.9882,40.8438,31.801,11332.6591,302.3333,0.0,0.8691,0.8648,50.0
train,passive,2,896,40,10089.9574,39.9861,56.4085,29.6992,10538.7915,300.2728,37.239,0.2879,0.7988,50.0
train,passive,3,1024,100,16634.5274,99.8608,49.025,30.9013,21760.5995,298.5799,0.0,0.0143,0.0,50.0
train,passive,4,1024,90,15551.2502,89.9727,33.9941,30.9614,17491.3289,302.3333,0.0,0.0244,0.1332,50.0
train,passive,2,384,60,12322.3687,59.9931,60.924,48.2033,12935.046,301.7355,0.0,2.62,0.5311,50.0
train,passive,1,256,99999,18996.091,126.9936,93.6226,64.0637,15123.4427,302.3333,3945.2822,0.0014,0.0,50.0
train,passive,1,640,50,11221.8905,49.9624,79.3422,30.2048,12920.8541,291.4866,517.4562,0.0046,0.6667,50.0
train,passive,2,512,80,14480.8234,80.0024,61.1946,30.8864,15194.4535,302.3333,0.0,0.3904,0.2651,50.0
train,passive,1,384,99999,19005.4778,127.1152,94.3843,47.7369,12749.1797,252.7926,3199.3246,0.0014,0.0,50.0
train,passive,2,512,95,16113.2622,94.9674,62.131,30.6166,16676.3911,302.3333,0.0,0.1082,0.0663,50.0
train,passive,2,768,55,11734.6972,54.9971,58.662,30.4385,12783.6382,302.3333,33.0014,0.4332,0.5982,50.0
train,passive,2,896,25,8461.3926,25.0338,54.3364,29.9888,8482.9333,267.1975,0.0,0.3563,0.9985,50.0
train,passive,1,640,85,15001.4295,84.9754,83.7093,31.1991,18599.014,302.3333,441.4133,0.0109,0.2,50.0
train,passive,4,512,45,10641.9046,44.9844,28.4197,32.7377,14877.2783,298.2648,0.0,0.0814,0.7321,50.0
train,passive,3,512,35,9555.8154,35.0112,40.2364,33.1091,9403.2381,288.5809,0.0,0.8648,0.8652,50.0
train,passive,3,1024,90,15543.1976,89.8621,47.7556,30.2439,20859.3395,302.3333,2.8726,0.1478,0.1329,50.0
train,passive,3,896,45,10648.3623,44.9947,43.1359,30.5872,13096.1607,294.6199,0.0,0.7448,0.7312,50.0
train,passive,3,256,55,11752.5507,55.0416,44.7158,66.8891,12072.4901,302.3333,22.2995,25.3874,0.5947,50.0
train,passive,3,256,85,15021.3737,85.1033,50.7917,65.9461,14389.1659,290.0359,0.0,8.4719,0.2004,50.0
train,passive,1,384,95,16095.7738,95.1072,88.0641,48.2142,18027.4624,302.3333,1643.2343,0.0129,0.0667,50.0
train,passive,1,768,55,11757.1689,54.9987,80.3462,30.2297,12287.5496,280.6547,538.4582,0.0054,0.6,50.0
train,passive,2,896,85,14995.6668,84.933,60.9886,30.0047,17284.1341,302.3333,81.9213,0.0827,0.1997,50.0
train,passive,1,384,75,13925.1814,75.0719,86.753,48.3711,15942.7587,302.3333,1400.4668,0.0092,0.3333,50.0
train,passive,1,896,100,16635.0184,100.0308,85.778,29.266,17462.8252,302.3333,631.0058,0.0138,0.0,50.0
train,passive,2,1024,40,10084.1418,39.9855,56.0079,29.7616,10785.1965,302.3333,20.0124,0.0029,0.8,50.0
train,passive,3,512,85,15002.9371,85.0003,46.6262,34.6926,19791.9686,302.3333,0.0,0.2105,0.1997,50.0
train,passive,1,512,70,13385.7284,69.9778,83.1976,31.946,17018.4108,301.1812,431.2046,0.0081,0.4,50.0
train,passive,2,640,95,16101.7124,94.9369,61.7742,30.1599,17546.875,302.3333,29.7664,0.0845,0.0664,50.0
train,passive,2,896,45,10630.2984,44.9716,57.5365,29.7649,11462.1268,302.3333,64.1547,0.2651,0.7323,50.0
train,passive,4,384,70,13383.9949,69.9725,31.2028,49.8008,15827.7325,302.3333,0.0,0.0297,0.3997,50.0
train,passive,1,768,70,13382.885,69.9845,81.4424,29.7306,16479.3724,299.5555,515.0724,0.0082,0.4,50.0
train,passive,1,640,55,11763.3096,54.9801,81.2687,30.5863,15433.9601,302.3333,507.0602,0.0054,0.6,50.0
train,passive,3,384,60,12290.0978,60.0294,43.6775,50.3092,12513.4081,286.9245,0.0,11.5529,0.5307,50.0
train,passive,1,512,100,16623.6212,99.975,84.7715,32.7368,23234.5732,302.3333,261.922,0.0135,0.0,50.0
train,passive,1,896,65,12838.9326,64.9839,78.6394,28.7721,12152.4711,272.4851,556.0669,0.0074,0.4667,50.0
train,passive,2,512,45,10665.7928,45.0382,58.6699,30.4798,12955.2853,302.3333,6.3385,1.0489,0.729,50.0
train,passive,2,896,95,16080.8219,94.9281,62.746,30.6251,16241.4067,302.3333,128.7239,0.0371,0.0666,50.0
train,passive,4,640,80,14456.4115,79.9885,30.9585,32.0283,18582.8142,300.164,0.0,0.0376,0.2663,50.0
train,passive,4,768,70,13365.8556,69.9703,30.8917,31.471,17622.0999,302.3333,0.0,0.0478,0.3995,50.0
train,passive,4,640,75,13910.4249,74.9872,31.0793,32.0833,18401.3082,302.3333,0.1153,0.0434,0.3328,50.0
train,passive,1,640,70,13383.36,69.9883,82.8115,31.1203,16561.0996,302.3333,478.0154,0.0082,0.4,50.0
train,passive,2,896,95,16082.4579,94.9215,61.9019,30.3849,16442.1093,302.3333,108.7907,0.0371,0.0666,50.0
train,passive,2,640,25,8474.0782,25.0408,56.8851,30.1242,10966.5661,302.3333,23.7497,1.0689,0.9956,50.0
train,passive,4,1024,80,14462.1096,79.9928,33.0165,31.3791,14202.0061,288.692,0.0,0.0346,0.2665,50.0
test,passive,4,1024,100,16629.9778,99.998,34.7111,30.4233,16654.6222,301.1778,0.0,0.0144,0.0,50.0
train,passive,3,512,75,13912.8912,74.9954,45.4469,34.1925,19404.969,302.3333,0.0,0.3414,0.3328,50.0
train,passive,2,896,70,13362.8185,69.9625,58.4927,30.2608,12398.8197,286.9532,57.4266,0.1511,0.3994,50.0
train,passive,1,768,45,10673.7831,44.9649,78.5222,29.4178,13448.4515,299.9404,530.3009,0.0037,0.7333,50.0
train,passive,1,640,85,15008.0079,84.9949,84.0797,31.2151,18650.2835,302.3333,434.9118,0.0109,0.2,50.0
train,passive,4,896,35,9559.5662,35.0082,29.58,31.4854,9742.5127,293.8986,2.497,0.0838,0.8658,50.0
train,passive,3,896,45,10642.7939,44.9599,42.3889,30.06,14045.4225,302.3333,0.0,0.7449,0.7312,50.0
train,passive,1,512,95,16082.4611,94.9823,84.8788,32.8875,20821.9089,302.3333,307.7012,0.0126,0.0667,50.0
train,passive,1,768,50,11215.6505,49.9653,79.3527,29.3312,15456.8747,302.3333,522.8194,0.0046,0.6667,50.0
train,passive,2,896,85,14996.909,84.9507,61.2984,30.4019,14690.4682,298.1217,97.4742,0.0826,0.1997,50.0
train,passive,4,384,55,11766.6213,55.004,31.2794,50.4129,14006.8628,302.3333,0.0,0.0374,0.5995,50.0
train,passive,1,896,35,9578.6491,34.9503,76.0272,28.7339,12913.3178,302.3333,508.036,0.0018,0.8667,50.0
train,passive,3,640,30,9012.8265,30.0249,40.5694,32.2435,8774.7137,284.0182,0.0,0.9348,0.9314,50.0
train,passive,2,256,75,13948.5822,74.9585,64.6865,65.298,13691.5313,300.124,0.0,2.801,0.3325,50.0
train,passive,4,768,100,16630.8113,99.9776,34.2145,31.7842,19775.4738,302.3333,38.7464,0.0141,0.0,50.0
train,passive,3,1024,99999,18975.6173,126.9612,49.2002,31.9822,16456.7254,266.4542,0.0,0.0015,0.0,50.0
train,passive,3,384,25,8476.9804,25.017,38.4931,50.7963,8482.9333,286.5584,0.837,21.6493,0.9936,50.0
train,passive,2,768,65,12825.6448,64.976,59.3265,30.1054,14735.6708,302.3333,36.0735,0.3401,0.4653,50.0
train,passive,4,384,100,16622.4212,99.9462,32.7728,49.3423,19778.4167,302.3333,11.6032,0.0142,0.0,50.0
train,passive,4,896,70,13370.6318,69.9966,31.5383,31.6887,13579.2087,287.7371,0.0,0.0463,0.3996,50.0
train,passive,3,256,60,12296.7952,60.0566,45.5678,67.021,12536.7949,302.3333,6.1988,22.5682,0.529,50.0
train,passive,2,768,75,13916.0992,74.9621,60.3997,30.0354,14763.816,302.3333,58.2276,0.247,0.3324,50.0
train,passive,4,768,30,9012.353,29.989,27.9389,31.8291,8809.8071,276.4534,0.0,0.0927,0.9322,50.0
train,passive,4,384,35,9599.948,34.9846,29.4449,50.2423,11640.9847,302.3333,0.0,0.0478,0.8659,50.0
train,passive,1,512,75,13924.0443,74.978,83.8606,32.1579,18105.4437,302.3333,411.7139,0.009,0.3333,50.0
train,passive,3,896,40,10104.8057,39.995,41.7978,30.2724,11971.9696,290.9203,0.0,0.8113,0.7977,50.0
train,passive,3,384,60,12291.7297,60.035,44.6329,50.229,13559.8539,302.3333,3.6832,11.5529,0.5307,50.0
train,passive,3,512,50,11190.8651,50.0071,42.3792,33.4552,13865.298,299.3744,0.0,0.6685,0.6655,50.0
train,passive,3,1024,35,9561.6336,34.9902,40.9531,28.8675,11247.3321,283.0026,0.0,0.882,0.8638,50.0
train,passive,4,512,95,16091.2283,95.0034,30.3693,32.3279,19780.6622,278.3099,0.0,0.0202,0.0666,50.0
train,passive,4,896,45,10648.9691,44.9997,28.7386,31.5135,9344.3838,269.6139,0.0,0.0731,0.7326,50.0
train,passive,4,384,25,8521.1542,25.0072,30.0086,50.5951,10097.5167,302.3333,14.2558,0.0529,0.9991,50.0
train,passive,4,384,65,12840.4949,64.9646,31.0288,49.7848,15391.8325,302.3333,6.5748,0.0323,0.4663,50.0
train,passive,4,1024,45,10646.9073,44.9956,30.021,31.0504,9905.554,290.4287,0.0,0.0704,0.7327,50.0
train,passive,2,256,45,10743.2797,44.9619,58.8489,65.6217,8985.3091,277.9759,0.0,6.1457,0.7315,50.0
train,passive,4,512,85,15003.2884,85.001,31.4738,32.1162,20452.8938,302.3333,9.2965,0.0324,0.1997,50.0
train,passive,2,768,65,12823.5125,64.9721,59.0231,30.2208,13658.1365,302.3333,39.5342,0.3401,0.4653,50.0
train,passive,4,640,95,16093.6367,95.0062,32.3607,32.0971,19507.0101,296.4573,2.8333,0.0199,0.0666,50.0
train,passive,1,256,65,12838.8781,65.1386,88.7629,64.9783,12879.5215,302.3333,2087.9438,0.0076,0.4667,50.0
train,passive,1,896,45,10666.2047,44.9607,76.4095,28.6926,11413.2283,286.2918,526.77,0.0037,0.7333,50.0
train,passive,1,896,30,9034.6833,29.9311,74.0051,28.5105,10550.6034,294.1463,499.3042,0.001,0.9333,50.0
train,passive,4,512,25,8463.3943,24.9841,27.9389,33.1302,9982.7065,283.7723,0.0,0.1058,0.9983,50.0
train,passive,1,1024,50,11200.2506,49.9623,77.0943,27.9324,13872.8576,302.3333,547.2235,0.0046,0.6667,50.0
train,passive,4,512,65,12821.4461,64.9907,30.1221,32.4392,17497.7968,302.3333,5.1769,0.0569,0.4659,50.0
train,passive,3,640,85,14998.5314,84.974,48.3341,33.7753,19953.5338,302.3333,40.2383,0.2115,0.1996,50.0
train,passive,1,768,35,9588.8673,34.968,77.8941,29.6394,11181.7791,294.1197,549.7123,0.0018,0.8667,50.0
train,passive,1,768,25,8503.7383,24.9536,76.9827,29.4764,11077.9651,302.3333,556.6211,0.0,1.0,50.0
train,passive,1,768,75,13924.6609,74.9958,82.4431,29.9825,16002.2866,301.7833,524.837,0.0091,0.3333,50.0
train,passive,2,896,30,9000.0445,29.997,55.7863,29.5266,9893.9007,302.3333,29.69,0.3335,0.932,50.0
train,passive,4,896,85,15004.6317,84.9939,32.6748,31.8709,16079.6368,302.3333,0.0,0.0303,0.1998,50.0
train,passive,2,384,60,12320.5856,59.9712,59.7633,47.7521,12298.9728,293.9311,0.0,2.6201,0.5311,50.0
train,passive,2,256,75,13947.2167,74.9475,64.332,65.0574,13553.1319,297.6619,0.0,2.801,0.3325,50.0
train,passive,4,768,85,14999.8076,84.9769,32.6683,31.5804,19610.2651,302.3333,6.8079,0.031,0.1997,50.0
train,passive,3,384,45,10654.16,45.0132,41.7721,50.3068,12072.8203,302.3333,0.0,15.8799,0.7291,50.0
train,passive,3,256,99999,18973.6052,126.9677,53.2615,64.9622,25058.3369,299.0963,0.2991,0.0014,0.0,50.0
train,passive,4,1024,100,16640.0043,99.9641,34.6771,30.9446,19682.9513,302.3333,0.0,0.0142,0.0,50.0
train,passive,4,640,60,12279.8619,59.9866,28.2698,32.1343,13269.0503,272.6548,0.0,0.0611,0.5325,50.0
train,passive,4,768,75,13913.4766,74.9827,31.2509,31.6107,17465.6381,302.2052,0.0,0.0422,0.3329,50.0
train,passive,2,256,55,11812.6109,54.9587,60.9633,65.3362,10795.9457,289.8556,0.0,5.0308,0.5985,50.0
train,passive,1,384,45,10673.729,45.0375,84.5522,48.9777,13215.555,302.3333,1003.3268,0.0037,0.7333,50.0
train,passive,3,512,80,14462.305,80.0159,46.6939,34.5556,18841.6515,302.3333,5.0933,0.2759,0.2662,50.0
train,passive,2,512,30,9028.2937,30.071,57.3894,31.0751,10233.0849,283.7977,7.0185,1.3311,0.9278,50.0
train,passive,1,256,85,15013.8352,85.1814,89.5603,63.956,13562.0185,302.3333,2681.1319,0.0114,0.2,50.0
train,passive,3,512,40,10098.9728,40.0098,42.0809,33.2289,11474.9055,302.3333,15.6455,0.7993,0.7986,50.0
train,passive,2,256,55,11813.3225,54.9728,62.1471,65.5457,11307.0384,298.9905,3.7009,5.0308,0.5985,50.0
train,passive,4,768,95,16089.2197,94.9736,32.3512,31.6269,19154.8171,302.3333,0.0,0.0198,0.0666,50.0
train,passive,3,896,30,9008.1486,29.9852,41.2595,29.7204,11779.1146,302.3333,9.4182,0.9441,0.9306,50.0
train,passive,3,768,55,11735.7053,54.9765,43.8793,31.5006,16077.884,302.3333,0.0,0.609,0.5985,50.0
train,passive,1,640,55,11761.2154,54.976,81.0287,30.7028,14851.6483,302.3333,506.6544,0.0055,0.6,50.0
train,passive,4,1024,65,12825.7948,64.9705,30.3282,30.8098,11702.5425,287.3255,0.0,0.05,0.4663,50.0
train,passive,1,1024,80,14462.8985,80.0033,82.4076,27.9324,16481.5114,302.3333,664.0602,0.0102,0.2667,50.0
train,passive,3,384,90,15560.5648,90.0535,48.1342,50.1053,16352.6975,276.0567,0.0,2.8989,0.1339,50.0
train,passive,2,640,99999,18962.2504,126.8865,63.8905,30.2571,16987.4924,275.092,22.431,0.0014,0.0,50.0
train,passive,1,1024,99999,19004.7096,127.0794,94.0742,27.9324,16086.4685,207.6702,4206.6092,0.0015,0.0,50.0
train,passive,3,256,35,9576.8025,35.0124,39.7534,67.7206,9782.3313,302.3333,9.0157,36.6645,0.8576,50.0
train,passive,3,896,100,16636.4044,99.8847,49.0032,31.4899,24516.4251,302.3333,0.0,0.0143,0.0,50.0
train,passive,3,256,99999,18972.0694,126.963,53.4537,64.9214,25374.3556,302.3333,0.0,0.0014,0.0,50.0
train,passive,1,768,50,11214.3868,49.9631,79.7479,29.3151,16082.6215,302.3333,528.5928,0.0046,0.6667,50.0
train,passive,4,256,80,14478.2444,79.9532,33.2082,66.9738,15064.3215,302.3333,0.0,0.0104,0.2667,50.0
train,passive,4,1024,100,16638.4022,99.962,34.4146,31.0499,18479.7471,302.3333,0.0,0.0142,0.0,50.0
train,passive,3,1024,90,15544.0828,89.8551,47.7097,29.9507,22747.6244,302.3333,0.0,0.1478,0.1329,50.0
train,passive,1,1024,60,12287.6988,59.981,78.8886,27.9811,14344.88,302.3333,585.4683,0.0065,0.5333,50.0
train,passive,3,256,80,14472.5285,80.0708,49.0552,65.8492,14238.3612,302.3333,0.0,11.2912,0.2662,50.0
train,passive,3,1024,40,10106.0097,40.0036,42.9103,29.5222,12177.2856,284.6644,0.0,0.8152,0.7974,50.0
train,passive,2,1024,35,9537.6016,34.9745,55.2889,29.2089,10188.1991,302.3333,26.727,0.0019,0.8667,50.0
train,passive,1,512,40,10149.5695,39.9741,80.9857,30.8918,12554.5024,300.5969,565.2024,0.0027,0.8,50.0
train,passive,4,896,75,13915.8435,75.0025,32.0211,31.8454,13822.1729,283.3185,0.0,0.0409,0.333,50.0
train,passive,4,256,70,13406.3791,69.9655,32.7642,67.114,13613.4918,302.3333,0.0,0.0085,0.4,50.0
train,passive,3,256,75,13930.3151,75.0664,47.8688,66.0118,13628.6912,299.006,0.0,14.1104,0.3319,50.0
train,passive,3,1024,35,9557.9461,34.9833,42.0976,28.8236,13067.7487,302.3333,0.0,0.882,0.8638,50.0
train,passive,4,896,65,12825.6028,64.9787,29.952,31.2832,12592.2558,283.7129,0.0,0.0517,0.4662,50.0
train,passive,1,256,45,10657.9017,45.0713,85.3495,66.1101,9622.3243,279.4467,1473.6543,0.0038,0.7333,50.0
train,passive,2,512,75,13931.7789,74.988,60.6998,30.4929,15067.6208,302.3333,7.4702,0.4845,0.3314,50.0
train,passive,2,640,95,16106.6902,94.9716,62.1076,30.7582,15122.9322,285.5698,33.8185,0.0845,0.0664,50.0
train,passive,2,640,60,12289.8756,60.0008,59.4505,30.3405,13557.4515,302.3333,27.2008,0.5767,0.531,50.0
train,passive,3,896,30,9015.5524,30.0278,41.8031,30.4514,11031.1619,301.4175,0.0,0.9441,0.9306,50.0
train,passive,4,256,40,10194.1391,40.0114,31.9738,67.4699,11820.8738,302.3333,0.0,0.0028,0.8,50.0
train,passive,3,384,55,11745.7142,55.0246,42.6597,50.2978,11815.0899,286.9668,0.0,12.9953,0.5968,50.0
train,passive,4,1024,60,12283.3194,59.9939,30.8524,31.1334,11040.7103,282.3506,0.0,0.0551,0.5329,50.0
train,passive,4,896,99999,18985.5435,126.9979,37.2511,31.5789,20814.1678,302.3333,0.0,0.0016,0.0,50.0
train,passive,4,640,75,13911.3746,75.0025,31.0513,32.4583,16536.5054,290.1011,2.852,0.0434,0.3328,50.0
train,passive,2,768,25,8468.4729,25.0509,55.5249,30.5074,8721.776,287.3727,0.0,0.7126,0.997,50.0
train,passive,4,896,35,9555.1805,34.9808,29.114,31.0835,12190.5394,302.3333,0.0,0.0838,0.8658,50.0
train,passive,2,640,65,12836.1268,64.995,59.3351,30.3377,13475.6631,297.0025,20.752,0.5064,0.4646,50.0
train,passive,3,256,70,13384.6422,70.0609,47.1463,66.4085,13729.1266,302.3333,0.0,16.9297,0.3976,50.0
train,passive,3,640,75,13910.635,74.9645,45.3253,33.1164,18599.6857,302.3333,0.0,0.343,0.3326,50.0
train,passive,2,640,90,15558.0111,89.9651,62.2501,30.6266,15974.7335,302.3333,45.4374,0.1548,0.1327,50.0
train,passive,3,512,100,16642.3134,100.026,48.479,35.7155,21658.7769,296.3293,0.0,0.0142,0.0,50.0
train,passive,1,640,90,15547.1669,89.9946,84.363,31.4204,19941.0651,302.3333,412.3052,0.0118,0.1333,50.0
train,passive,4,256,75,13939.3005,74.9622,34.0825,67.2193,14195.8884,302.3333,29.021,0.0095,0.3333,50.0
train,passive,4,256,25,8589.9909,25.0442,29.9817,67.9626,8482.9333,270.1135,0.0,0.0,1.0,50.0
train,passive,2,256,40,10203.0962,39.9542,59.2328,65.7763,10477.3695,302.3333,0.0,6.7032,0.798,50.0
train,passive,2,1024,25,8450.9301,24.9946,53.557,29.2402,8482.9333,294.9872,0.0,0.0,1.0,50.0
train,passive,3,768,95,16095.1895,94.9384,47.8189,32.7032,20688.8843,294.1777,0.0,0.0803,0.0665,50.0
train,passive,2,640,55,11743.8099,54.999,58.1958,30.2743,12792.4764,299.1934,13.5407,0.647,0.5973,50.0
train,passive,1,256,25,8476.714,25.0257,84.937,67.4383,8796.2804,277.0394,884.6079,0.0,1.0,50.0
train,passive,2,640,55,11746.1481,55.0006,57.4219,30.2204,11688.5352,283.521,7.1232,0.647,0.5973,50.0
train,passive,1,384,80,14470.2055,80.0793,86.8263,48.127,17712.5284,302.3333,1443.1613,0.0102,0.2667,50.0
train,passive,2,256,35,9666.5991,34.9617,59.8513,66.0023,10559.3548,302.3333,26.5564,7.2606,0.8645,50.0
train,passive,3,768,75,13914.8339,74.9521,46.2231,31.9378,20575.9807,302.3333,0.0,0.3447,0.3325,50.0
train,passive,1,256,100,16655.1556,100.2628,91.35,63.7792,12943.0132,299.0242,3130.1148,0.0142,0.0,50.0
train,passive,3,1024,85,14997.5066,84.8614,46.818,29.9355,20576.5094,302.3333,0.0,0.2146,0.1993,50.0
train,passive,2,640,100,16652.2009,99.9599,62.0346,30.6293,15252.3466,281.9164,33.2247,0.0142,0.0,50.0
train,passive,4,896,35,9557.6723,35.0035,29.2867,31.5358,10281.5455,290.1624,0.0,0.0838,0.8658,50.0
train,passive,4,896,25,8467.8647,25.0049,28.5643,31.527,8856.6626,290.2696,0.0,0.0945,0.999,50.0
train,passive,3,256,45,10667.5232,45.0234,40.4982,67.1797,9838.181,284.056,0.0,31.026,0.7261,50.0
train,passive,1,1024,70,13377.1526,69.9973,79.8382,27.9324,12967.7481,288.9458,626.9648,0.0084,0.4,50.0
train,passive,3,256,100,16653.9031,100.1133,53.7895,65.0174,16611.1731,296.6092,0.0,0.0141,0.0033,50.0
train,passive,4,512,90,15545.9756,89.9928,31.4056,31.9812,22693.4895,302.3333,0.0,0.0263,0.1331,50.0
train,passive,2,896,45,10638.4644,44.979,55.4253,29.6019,9761.7665,281.5991,22.129,0.2651,0.7323,50.0
train,passive,4,896,60,12280.637,60.0033,31.4329,31.9363,14019.4827,302.3333,0.0,0.057,0.5328,50.0
train,passive,1,640,50,11224.1823,49.9728,79.4613,30.3187,12384.3958,281.9473,520.0824,0.0046,0.6667,50.0
train,passive,1,768,70,13377.9199,69.985,82.571,30.0074,15786.5468,302.3333,549.8838,0.0082,0.4,50.0
train,passive,2,896,80,14448.17,79.9352,59.9325,30.1352,14449.4006,301.4297,83.9155,0.1055,0.2663,50.0
train,passive,1,1024,75,13920.7582,75.0219,81.6793,28.4822,14190.0894,302.3333,640.181,0.0093,0.3333,50.0
train,passive,4,768,30,9010.3995,30.0094,28.8751,32.3705,9229.7126,283.4124,3.6114,0.0927,0.9322,50.0
train,passive,3,896,85,15002.8957,84.9144,47.4831,31.3017,21578.8905,302.3333,0.0,0.2135,0.1994,50.0
train,passive,2,384,99999,19055.6647,127.5661,67.9867,48.4103,20783.1578,281.1101,0.0,0.0015,0.0,50.0
train,passive,3,384,55,11740.975,55.0088,43.1256,50.1453,13223.2081,302.3333,0.0,12.9953,0.5968,50.0
train,passive,4,640,55,11733.9916,55.0077,29.8723,32.6651,13543.9837,286.154,0.0,0.0669,0.5991,50.0
train,passive,2,256,60,12347.0496,59.9667,63.0286,65.451,12735.2205,302.3333,0.5671,4.4733,0.532,50.0
train,passive,3,384,65,12831.7026,65.0205,45.0836,50.0859,15643.4022,302.3333,0.0,10.1106,0.4646,50.0
train,passive,1,256,25,8471.5782,24.9858,84.5302,66.725,11755.9539,302.3333,880.4612,0.0,1.0,50.0
train,passive,1,512,70,13386.1284,69.9789,82.9803,32.0401,17509.7382,302.3333,413.8247,0.0081,0.4,50.0
train,passive,1,512,40,10152.5914,39.9872,81.1379,31.0285,12080.2066,290.8482,565.3058,0.0027,0.8,50.0
train,passive,4,512,25,8461.2444,24.987,27.9389,33.2621,11374.0667,302.3333,0.0,0.1058,0.9983,50.0
train,passive,3,512,75,13915.0717,75.0285,46.113,34.9157,16529.0631,287.7495,8.0664,0.3413,0.3328,50.0
train,passive,4,512,95,16088.3642,94.9907,31.5197,32.0432,23194.8054,302.3333,0.0,0.0202,0.0666,50.0
train,passive,2,1024,100,16617.9778,99.9112,62.6444,30.619,16503.3778,301.4,158.7111,0.0143,0.0,50.0
train,passive,1,640,65,12847.2609,64.9879,82.5236,30.6222,16106.2307,302.3333,493.385,0.0072,0.4667,50.0
train,passive,2,256,85,15016.1744,84.9374,65.6142,64.6973,14377.9489,294.5622,5.7062,1.6862,0.1995,50.0
train,passive,3,1024,75,13912.8896,74.8992,46.5465,29.7648,20156.8608,302.3333,0.0,0.348,0.3322,50.0
train,passive,2,256,30,9137.9022,29.9888,58.0647,66.5094,8482.9333,283.5581,0.0,7.818,0.931,50.0
train,passive,4,640,45,10644.0514,44.9905,28.3502,32.4306,12282.6347,287.4948,0.0,0.0786,0.7323,50.0
train,passive,4,896,80,14460.7381,80.0029,32.37,31.8874,14297.1394,281.9839,0.0,0.0356,0.2664,50.0
train,passive,1,512,50,11232.4409,49.9867,82.3691,31.2088,14638.7365,302.3333,521.395,0.0045,0.6667,50.0
train,passive,3,1024,70,13371.7159,69.9179,46.3301,29.5911,18203.1255,302.3333,7.1665,0.4147,0.3987,50.0
train,passive,2,1024,80,14439.4254,79.9292,60.0711,30.169,13916.6944,295.7129,119.6959,0.0105,0.2667,50.0
train,passive,1,768,55,11756.8937,54.9898,80.3702,30.1471,14249.0747,302.3333,524.1402,0.0055,0.6,50.0
train,passive,2,512,99999,18971.8142,126.9433,65.3886,30.6346,18352.888,295.0111,0.0,0.0014,0.0,50.0
train,passive,1,1024,99999,19009.1207,127.0884,93.7035,27.9324,14109.3635,198.4889,4212.0993,0.0015,0.0,50.0
